Name,Medium,Website,Facebook,Twitter_Name,Twitter_ID,Geography
Clearwater Beacon,Newspapers,http://www.tbnweekly.com/pubs/clearwater_beacon/,https://www.facebook.com/pages/wwwTBNweeklycom/143549281933,tbnwebmaster,513388,FL
Clearwater Beacon,Newspapers,http://clearwatergazette.com/,https://www.facebook.com/pages/wwwTBNweeklycom/143549281933?ref=nf,tbnwebmaster,513388,FL
Clearwater Beacon,Newspapers,http://clearwatergazette.com/,https://www.facebook.com/pages/wwwTBNweeklycom/143549281933?ref=nf,tbnwebmaster,513388,FL
Clearwater Beacon,Newspapers,http://clearwatergazette.com/,https://www.facebook.com/pages/wwwTBNweeklycom/143549281933?ref=nf,tbnwebmaster,513388,FL
Clearwater Beacon,Newspapers,http://clearwatergazette.com/,https://www.facebook.com/pages/wwwTBNweeklycom/143549281933?ref=nf,tbnwebmaster,513388,FL
Clearwater Beacon,Newspapers,http://clearwatergazette.com/,https://www.facebook.com/pages/wwwTBNweeklycom/143549281933?ref=nf,tbnwebmaster,513388,FL
Clearwater Beacon,Newspapers,http://clearwatergazette.com/,https://www.facebook.com/pages/wwwTBNweeklycom/143549281933?ref=nf,tbnwebmaster,513388,FL
Jewish Press Group,Newspapers,http://www.jewishpresspinellas.com/,,,,FL
Clermont News Leader,Newspapers,http://www.clermontnewsleader.com/,https://www.facebook.com/ClermontNewsLeader,,,FL
South Lake Press,Newspapers,http://www.southlakepress.com/,,,,FL
Southwest Florida Online,Newspapers,http://swflorida.blogspot.com/,,,,FL
Coral Springs News,Newspapers,http://www.sun-sentinel.com/news/broward/coral-springs/,https://www.facebook.com/sunsentinel,sunsentinel,12699932,FL
Coral Springs News,Newspapers,http://www.sun-sentinel.com/news/broward/coral-springs/,https://www.facebook.com/sunsentinel,sunsentinel,12699932,FL
Wakulla News,Newspapers,http://www.thewakullanews.com/,https://www.facebook.com/pages/The-Wakulla-News/121821147834984,TheWakullaNews,483855,FL
Crestview News Bulletin,Newspapers,http://www.crestviewbulletin.com/,https://www.facebook.com/crestview.bulletin,cnbulletin,93963954,FL
Citrus County Chronicle,Newspapers,http://www.chronicleonline.com/,https://www.facebook.com/citruscountychronicle,CitrusChronicle,316478,FL
El Colombiano Newspaper,Newspapers,http://elcolombiano.net/,https://www.facebook.com/elcolombianonewspaper,,,FL
News-Journal,Newspapers,http://www.news-journalonline.com/,https://www.facebook.com/daytonabeachnewsjournal,dbnewsjournal,1542,FL
West Volusia Beacon,Newspapers,http://www.beacononlinenews.com/,https://www.facebook.com/pages/The-West-Volusia-Beacon/155316614481816,beacononline,35795271,FL
Delray Beach Pineapple,Newspapers,http://delraynewspaper.com/,https://www.facebook.com/delraypineapple,DelrayPineapple,895,FL
Delray Beach Pineapple,Newspapers,http://delraynewspaper.com/,https://www.facebook.com/delraypineapple,DelrayPineapple,895,FL
Destin Log,Newspapers,http://www.thedestinlog.com/,https://www.facebook.com/TheDestinLog,destinlog,1323649,FL
Englewood Sun Herald,Newspapers,http://www.yoursun.com/csp/mediapool/sites/SunNews/Englewood/index.csp,https://www.facebook.com/pages/Sun-Herald-of-Englewood/159540204121930,,,FL
News-Leader,Newspapers,http://www.fbnewsleader.com/,https://www.facebook.com/pages/News-Leader/159142284119200,,,FL
Business Journal,Newspapers,http://www.bizjournals.com/southflorida/,https://www.facebook.com/SFlaBizJournal,SFBJNews,23632864,FL
Sun-Sentinel,Newspapers,http://www.sun-sentinel.com/,https://www.facebook.com/sunsentinel,sunsentinel,12699932,FL
Sun-Sentinel,Newspapers,http://www.sun-sentinel.com/,https://www.facebook.com/sunsentinel,sunsentinel,12699932,FL
Waterfront Times,Newspapers,http://waterfronttimes.com/,https://www.facebook.com/pages/Waterfront-Times/119864491389555,,,FL
Fort Meade Leader,Newspapers,http://www.fortmeadeleader.com/,,,,FL
Florida Weekly,Newspapers,http://fortmyers.floridaweekly.com/,https://www.facebook.com/FloridaWeeklyNewspapers,FloridaWeekly,317619,FL
Florida Weekly,Newspapers,http://fortmyers.floridaweekly.com/,https://www.facebook.com/FloridaWeeklyNewspapers,FloridaWeekly,317619,FL
News-Press,Newspapers,http://www.news-press.com/,https://www.facebook.com/pages/The-News-Press-Fort-Myers-Fla/7850621533,thenewspress,189276,FL
News-Press,Newspapers,http://www.news-press.com/,https://www.facebook.com/pages/The-News-Press-Fort-Myers-Fla/7850621533,thenewspress,189276,FL
News-Press,Newspapers,http://www.news-press.com/,https://www.facebook.com/pages/The-News-Press-Fort-Myers-Fla/7850621533,thenewspress,189276,FL
Beach Talk,Newspapers,http://www.fortmyersbeachtalk.com/,https://www.facebook.com/FortMyersBeachBulletinAndObserver,,,FL
Island Sand Paper,Newspapers,http://fortmyersbeach.news/,https://www.facebook.com/islandsandpaperfmb,island_paper,3995172382,FL
TCPalm.com,Newspapers,http://www.tcpalm.com/news/st-lucie-county/,https://www.facebook.com/tcpalm,tcpalm,18457416,FL
TCPalm.com,Newspapers,http://www.tcpalm.com/news/st-lucie-county/,https://www.facebook.com/tcpalm,tcpalm,18457416,FL
TCPalm.com,Newspapers,http://www.tcpalm.com/news/st-lucie-county/,https://www.facebook.com/tcpalm,tcpalm,18457416,FL
Daily News,Newspapers,http://www.nwfdailynews.com/,https://www.facebook.com/pages/Northwest-Florida-Daily-News/105672366142451,nwfdailynews,8795782,FL
Columbia County Observer,Newspapers,http://columbiacountyobserver.com/,,,,FL
Florida Alligator,Newspapers,http://www.alligator.org/,https://www.facebook.com/floridaalligator,TheAlligator,8737662,FL
Gainesville Sun,Newspapers,http://www.gainesville.com/,https://www.facebook.com/GainesvilleSun,gainesvillesun,16297945,FL
Gulf Breeze News,Newspapers,http://news.gulfbreezenews.com/,,gulfbreezenews,222132843,FL
Beach Beacon,Newspapers,http://www.tbnweekly.com/pubs/beach_beacon,https://www.facebook.com/pages/wwwTBNweeklycom/143549281933,tbnwebmaster,513388,FL
Beach Beacon,Newspapers,http://www.tbnweekly.com/pubs/beach_beacon,https://www.facebook.com/pages/wwwTBNweeklycom/143549281933,tbnwebmaster,513388,FL
Beach Beacon,Newspapers,http://www.tbnweekly.com/pubs/beach_beacon,https://www.facebook.com/pages/wwwTBNweeklycom/143549281933,tbnwebmaster,513388,FL
Beach Beacon,Newspapers,http://www.tbnweekly.com/pubs/beach_beacon,https://www.facebook.com/pages/wwwTBNweeklycom/143549281933,tbnwebmaster,513388,FL
Beach Beacon,Newspapers,http://www.tbnweekly.com/pubs/beach_beacon,https://www.facebook.com/pages/wwwTBNweeklycom/143549281933,tbnwebmaster,513388,FL
Beach Beacon,Newspapers,http://www.tbnweekly.com/pubs/beach_beacon,https://www.facebook.com/pages/wwwTBNweeklycom/143549281933,tbnwebmaster,513388,FL
Le Soleil de la Floride,Newspapers,http://lesoleildelafloride.com/,https://www.facebook.com/SoleilFloride,,,FL
Islander,Newspapers,http://www.islander.org/,https://www.facebook.com/Islandernewspaper,,,FL
Business Journal,Newspapers,http://www.bizjournals.com/jacksonville/,https://www.facebook.com/JBJNews,JaxBizJournal,21874587,FL
Florida Star,Newspapers,http://www.thefloridastar.com/,https://www.facebook.com/TheFloridaStarNewspaper,,,FL
Florida Times-Union,Newspapers,http://jacksonville.com/,https://www.facebook.com/FLTimesUnion,jaxdotcom ,15572679,FL
Folio Weekly,Newspapers,http://www.folioweekly.com/,https://www.facebook.com/thefolioweekly,folioweekly,42888846,FL
Jacksonville Daily Record,Newspapers,http://www.jaxdailyrecord.com/,https://www.facebook.com/JaxDailyRecord,JaxDailyRecord,32533893,FL
Beaches Leader,Newspapers,http://www.beachesleader.com/,https://www.facebook.com/TheBeachesLeader,,,FL
Jupiter Courier,Newspapers,http://www.tcpalm.com/jupiter-courier-newsweekly,https://www.facebook.com/jupitercouriernewsweekly,tcpalm,18457416,FL
Jupiter Courier,Newspapers,http://www.tcpalm.com/jupiter-courier-newsweekly,https://www.facebook.com/jupitercouriernewsweekly,tcpalm,18457416,FL
Jupiter Courier,Newspapers,http://www.tcpalm.com/jupiter-courier-newsweekly,https://www.facebook.com/jupitercouriernewsweekly,tcpalm,18457416,FL
Key West Citizen,Newspapers,http://keysnews.com/,https://www.facebook.com/KeyWestCitizen,KeyWestCitizen,43178691,FL
Around Osceola,Newspapers,http://www.aroundosceola.com/,https://www.facebook.com/pages/Osceola-News-Gazette/112184688806668,OsceolaNews,34297914,FL
Lake City Reporter,Newspapers,http://www.lakecityreporter.com/,https://www.facebook.com/pages/Lake-City-Reporter/135337236719,,,FL
Ledger,Newspapers,http://www.theledger.com/,https://www.facebook.com/theledger,theledger,162317,FL
Largo Leader,Newspapers,http://www.tbnweekly.com/pubs/largo_leader/,https://www.facebook.com/pages/wwwTBNweeklycom/143549281933,tbnwebmaster,513388,FL
Largo Leader,Newspapers,http://www.tbnweekly.com/pubs/largo_leader/,https://www.facebook.com/pages/wwwTBNweeklycom/143549281933,tbnwebmaster,513388,FL
Largo Leader,Newspapers,http://www.tbnweekly.com/pubs/largo_leader/,https://www.facebook.com/pages/wwwTBNweeklycom/143549281933,tbnwebmaster,513388,FL
Largo Leader,Newspapers,http://www.tbnweekly.com/pubs/largo_leader/,https://www.facebook.com/pages/wwwTBNweeklycom/143549281933,tbnwebmaster,513388,FL
Largo Leader,Newspapers,http://www.tbnweekly.com/pubs/largo_leader/,https://www.facebook.com/pages/wwwTBNweeklycom/143549281933,tbnwebmaster,513388,FL
Largo Leader,Newspapers,http://www.tbnweekly.com/pubs/largo_leader/,https://www.facebook.com/pages/wwwTBNweeklycom/143549281933,tbnwebmaster,513388,FL
Daily Commercial,Newspapers,http://www.dailycommercial.com/,https://www.facebook.com/daily.commercial,dailycommercial,28395172,FL
Lehigh Acres Citizen,Newspapers,http://www.lehighacrescitizen.com/,,LehighAcresCit,59147935,FL
Lehigh Acres Gazette,Newspapers,http://lehighacresgazette.us/,https://www.facebook.com/LehighAcresGazette,LehighAcresGaze,343,FL
Lehigh Acres News Press,Newspapers,http://www.news-press.com/news/,https://www.facebook.com/pages/The-News-Press-Fort-Myers-Fla/7850621533,thenewspress,189276,FL
Lehigh Acres News Press,Newspapers,http://www.news-press.com/news/,https://www.facebook.com/pages/The-News-Press-Fort-Myers-Fla/7850621533,thenewspress,189276,FL
Lehigh Acres News Press,Newspapers,http://www.news-press.com/news/,https://www.facebook.com/pages/The-News-Press-Fort-Myers-Fla/7850621533,thenewspress,189276,FL
Suwannee Democrat,Newspapers,http://suwanneedemocrat.com/,https://www.facebook.com/SuwanneeDemocrat,suwanneedemocra,369292,FL
Baker County Press,Newspapers,http://www.bakercountypress.com/,https://www.facebook.com/pages/The-Baker-County-Press/356521567781,BakerCoPress,32485738,FL
Home Town Journal,Newspapers,http://www.hometownjournal.org/,https://www.facebook.com/HomeTownJournal,hometownjournal,42935684,FL
Home Town Journal,Newspapers,http://www.hometownjournal.org/,https://www.facebook.com/HomeTownJournal,hometownjournal,42935684,FL
Madison Enterprise Recorder,Newspapers,http://www.greenepublishing.com/,https://www.facebook.com/GreenePublishing,,,FL
Florida Keys Keynoter,Newspapers,http://www.flkeysnews.com/,https://www.facebook.com/pages/KeysNetcom-Website-for-The-Reporter-and-The-Keynoter-newspapers/120937634650195,,,FL
Marco Island Eagle,Newspapers,http://www.naplesnews.com/community/marco-eagle,https://www.facebook.com/themarcoeagle,marconews,151638,FL
Marco Island Sun-Times,Newspapers,http://www.marcoislandflorida.com/,https://www.facebook.com/pages/The-News-Press-Fort-Myers-Fla/7850621533,thenewspress,189276,FL
Marco Island Sun-Times,Newspapers,http://www.marcoislandflorida.com/,https://www.facebook.com/pages/The-News-Press-Fort-Myers-Fla/7850621533,thenewspress,189276,FL
Marco Island Sun-Times,Newspapers,http://www.marcoislandflorida.com/,https://www.facebook.com/pages/The-News-Press-Fort-Myers-Fla/7850621533,thenewspress,189276,FL
Margate News,Newspapers,http://margatenews.net/,https://www.facebook.com/MargateNews.net,margatenews,97717795,FL
Jackson County Floridan,Newspapers,http://www.jcfloridan.com/,https://www.facebook.com/JCFLoridan,jcfloridannews,27218535,FL
Jackson County Times,Newspapers,http://www.jacksoncountytimes.net/,https://www.facebook.com/JacksonCountyTimes,JCTIMES,73538655,FL
Pine Island News,Newspapers,http://www.pineislandnews.com/,https://www.facebook.com/PineIslandNews,,,FL
Mayo Free Press,Newspapers,http://www.suwanneedemocrat.com/news/mayo_free_press/,,,,FL
Florida Today,Newspapers,http://www.floridatoday.com/,https://www.facebook.com/Floridatoday,florida_today,101533,FL
Community News of Miami,Newspapers,http://www.communitynewspapers.com/,https://www.facebook.com/Communitynewspapers,communitypapers,3448,FL
Community News of Miami,Newspapers,http://www.communitynewspapers.com/,https://www.facebook.com/Communitynewspapers,communitypapers,3448,FL
El Nuevo Herald,Newspapers,http://www.elnuevoherald.com/,https://www.facebook.com/pages/El-Nuevo-Herald/126339201288,elnuevoherald,346436,FL
Miami Herald,Newspapers,http://www.miamiherald.com/,https://www.facebook.com/miamiherald,miamiherald,18,FL
Miami New Times,Newspapers,http://www.miaminewtimes.com/,https://www.facebook.com/miaminewtimes,MiamiNewTimes,16861311,FL
Miami Times,Newspapers,http://miamitimesonline.com/,https://www.facebook.com/themiamitimes,TheMiamiTimes,6974565,FL
Miami Today,Newspapers,http://www.miamitodaynews.com/,https://www.facebook.com/MiamiTodayNews,MiamiTodayNews,57656488,FL
Miami.com,Newspapers,http://www.miami.com/,https://www.facebook.com/Miamicom,Miamicom,457696,FL
Santa Rosa Press Gazette,Newspapers,http://www.srpressgazette.com/,https://www.facebook.com/pages/Santa-Rosa-Press-Gazette/284030690309,srpressgazette,5234949,FL
Naples Daily News,Newspapers,http://www.naplesnews.com/,https://www.facebook.com/naplesnews,ndn,424112,FL
Naples Daily News,Newspapers,http://www.naplesnews.com/,https://www.facebook.com/naplesnews,ndn,424112,FL
Naples Daily News,Newspapers,http://www.naplesnews.com/,https://www.facebook.com/naplesnews,ndn,424112,FL
Navarre Press,Newspapers,http://www.navarrepress.com/,https://www.facebook.com/navarrepress,navarrepress,22716962,FL
North Port Sun,Newspapers,http://www.yoursun.com/csp/mediapool/sites/SunNews/NorthPort/index.csp,https://www.facebook.com/pages/North-Port-Sun/119103994807909,,,FL
Star-Banner,Newspapers,http://www.ocala.com/,https://www.facebook.com/ocala.starbanner,OcalaStarBanner,36948979,FL
Clay Today,Newspapers,http://www.claytodayonline.com/,https://www.facebook.com/ClayTodayFL,claytoday,249337,FL
Business Journal,Newspapers,http://www.bizjournals.com/orlando/,https://www.facebook.com/objupdate,objupdate,629957,FL
Sentinel,Newspapers,http://www.orlandosentinel.com/,https://www.facebook.com/orlandosentinel,orlandosentinel,1429761,FL
Times,Newspapers,http://www.orlando-times.com/,https://www.facebook.com/orlando.times,TheOrlandoTimes,5531775,FL
Weekly,Newspapers,http://orlandoweekly.com/,https://www.facebook.com/orlandoweekly,ORLANDOWEEKLY,17446277,FL
Palatka Daily News,Newspapers,http://www.palatkadailynews.com/,https://www.facebook.com/pages/Palatka-Daily-News/105722549480219,,,FL
Daily News,Newspapers,http://www.palmbeachdailynews.com/,https://www.facebook.com/shinysheet,ShinySheet,241654,FL
New Times Broward,Newspapers,http://www.browardpalmbeach.com/,https://www.facebook.com/newtimesbpb,NewTimesBroward,19216918,FL
Post,Newspapers,http://www.palmbeachpost.com/,https://www.facebook.com/palmbeachpost,pbpost,15736836,FL
Post,Newspapers,http://www.palmbeachpost.com/,https://www.facebook.com/palmbeachpost,pbpost,15736836,FL
News Herald,Newspapers,http://www.newsherald.com/,https://www.facebook.com/PanamaCityNewsHerald,The_News_Herald,16636924,FL
Independent News,Newspapers,http://inweekly.net/,https://www.facebook.com/pages/Independent-News/116407138232,,,FL
News Journal,Newspapers,http://www.pnj.com/,https://www.facebook.com/pnjnews,pnj,14834379,FL
Recorder ,Newspapers,http://www.pontevedrarecorder.com/,https://www.facebook.com/ThePVRecorder,TheRecorderPV,1215336,FL
Charlotte Sun Herald,Newspapers,http://www.charlotte-sun.com/,https://www.facebook.com/TheCharlotteSun,CharlotteSunFla,7495968,FL
Star,Newspapers,http://www.starfl.com/,https://www.facebook.com/psjstar,PSJ_Star,2429659,FL
Port Saint Lucie News,Newspapers,http://www.tcpalm.com/,https://www.facebook.com/tcpalm,TCPalm,18457416,FL
Florida Weekly,Newspapers,http://charlotte.floridaweekly.com/,https://www.facebook.com/FloridaWeeklyNewspapers,FloridaWeekly,317619,FL
Florida Weekly,Newspapers,http://charlotte.floridaweekly.com/,https://www.facebook.com/FloridaWeeklyNewspapers,FloridaWeekly,317619,FL
Gadsden County Times,Newspapers,http://www.gadcotimes.com/,https://www.facebook.com/GadsdenTimes,,,FL
St. Augustine Record,Newspapers,http://staugustine.com/,https://www.facebook.com/StAugustineRecord,staugrecord,463772,FL
Tampa Bay Times,Newspapers,http://www.tampabay.com/,https://www.facebook.com/tampabaycom,tb_times,144462,FL
Sanford Herald,Newspapers,http://mysanfordherald.com/,https://www.facebook.com/TheSanfordHerald,SanfordHerald,19671375,FL
Sanford Herald,Newspapers,http://mysanfordherald.com/,https://www.facebook.com/TheSanfordHerald,SanfordHerald,19671375,FL
Island Reporter,Newspapers,http://www.island-reporter.com/,https://www.facebook.com/pages/Sanibel-Captiva-Islander-Island-Reporter-Captiva-Current/120011138022698,CaptivaSanibel,591849,FL
Island Reporter,Newspapers,http://www.island-reporter.com/,https://www.facebook.com/pages/Sanibel-Captiva-Islander-Island-Reporter-Captiva-Current/120011138022698,CaptivaSanibel,591849,FL
Sanibel-Captiva Islander,Newspapers,http://www.sanibel-captiva-islander.com/,https://www.facebook.com/pages/Sanibel-Captiva-Islander-Island-Reporter-Captiva-Current/120011138022698,CaptivaSanibel,591849,FL
Sanibel-Captiva Islander,Newspapers,http://www.sanibel-captiva-islander.com/,https://www.facebook.com/pages/Sanibel-Captiva-Islander-Island-Reporter-Captiva-Current/120011138022698,CaptivaSanibel,591849,FL
Walton Sun,Newspapers,http://www.waltonsun.com/,https://www.facebook.com/waltonsun,WaltonSun,246844355,FL
Business Observer,Newspapers,http://www.businessobserverfl.com/,https://www.facebook.com/BusinessObserverFL,BizObserverFL,112487649,FL
Sarasota Herald Tribune,Newspapers,http://www.heraldtribune.com/,https://www.facebook.com/heraldtribune,heraldtribune,6942422,FL
SunState Post,Newspapers,http://sunstatepost.com/,,,,FL
YourObserver.com,Newspapers,http://www.yourobserver.com/sarasota,https://www.facebook.com/ObserverGroup,ObserverGroup,111123725,FL
News-Sun,Newspapers,http://www.newssun.com/,https://www.facebook.com/newssun,TheNewsSun,29283211,FL
Seminole Beacon,Newspapers,http://www.tbnweekly.com/pubs/seminole_beacon/,https://www.facebook.com/pages/wwwTBNweeklycom/143549281933,tbnwebmaster,513388,FL
Seminole Beacon,Newspapers,http://www.tbnweekly.com/pubs/seminole_beacon/,https://www.facebook.com/pages/wwwTBNweeklycom/143549281933,tbnwebmaster,513388,FL
Seminole Beacon,Newspapers,http://www.tbnweekly.com/pubs/seminole_beacon/,https://www.facebook.com/pages/wwwTBNweeklycom/143549281933,tbnwebmaster,513388,FL
Seminole Beacon,Newspapers,http://www.tbnweekly.com/pubs/seminole_beacon/,https://www.facebook.com/pages/wwwTBNweeklycom/143549281933,tbnwebmaster,513388,FL
Seminole Beacon,Newspapers,http://www.tbnweekly.com/pubs/seminole_beacon/,https://www.facebook.com/pages/wwwTBNweeklycom/143549281933,tbnwebmaster,513388,FL
Seminole Beacon,Newspapers,http://www.tbnweekly.com/pubs/seminole_beacon/,https://www.facebook.com/pages/wwwTBNweeklycom/143549281933,tbnwebmaster,513388,FL
Bradford County Telegraph,Newspapers,http://www.bctelegraph.com/,https://www.facebook.com/BradfordTelegraph,,,FL
Starke Journal,Newspapers,http://starkejournal.com/,,,,FL
Stuart News,Newspapers,http://www.tcpalm.com/,https://www.facebook.com/tcpalm,tcpalm,18457416,FL
Stuart News,Newspapers,http://www.tcpalm.com/,https://www.facebook.com/tcpalm,tcpalm,18457416,FL
Stuart News,Newspapers,http://www.tcpalm.com/,https://www.facebook.com/tcpalm,tcpalm,18457416,FL
Tallahassee Democrat,Newspapers,http://www.tallahassee.com/,https://www.facebook.com/tallahasseedemocrat,TDOnline,15822299,FL
Tallahassee News,Newspapers,http://www.thetallahasseenews.com/,,,,FL
Daytona Times,Newspapers,http://daytonatimes.com/,https://www.facebook.com/daytonatimes,daytonatimes,4548535,FL
Florida Courier,Newspapers,http://flcourier.com/,https://www.facebook.com/flcourier,flcourier,265777578,FL
Jewish Press of Tampa,Newspapers,http://jewishpressoftampa.our-hometown.com/,,,,FL
Tampa Bay Business Journal,Newspapers,http://www.bizjournals.com/tampabay/,https://www.facebook.com/TampaBusinessJournal,TBBJnewsroom,171294,FL
Tampa Tribune,Newspapers,http://tbo.com/,https://www.facebook.com/tampabaycom,TBOcom,14247572,FL
Tampa Tribune,Newspapers,http://tbo.com/,https://www.facebook.com/tampabaycom,TBOcom,14247572,FL
Tampa Tribune,Newspapers,http://tbo.com/,https://www.facebook.com/tampabaycom,TBOcom,14247572,FL
Tampa Tribune,Newspapers,http://tbo.com/,https://www.facebook.com/tampabaycom,TBOcom,14247572,FL
Tampa Tribune,Newspapers,http://tbo.com/,https://www.facebook.com/tampabaycom,TBOcom,14247572,FL
Reporter,Newspapers,http://www.flkeysnews.com/,https://www.facebook.com/pages/KeysNetcom-Website-for-The-Reporter-and-The-Keynoter-newspapers/120937634650195,,,FL
Villages-News.com,Newspapers,http://www.villages-news.com/,https://www.facebook.com/TheVillagesNews,Villages_News,14589358,FL
Venice Gondolier,Newspapers,http://www.venicegondolier.com/,https://www.facebook.com/VeniceGondolierSun,VeniceGondolier,1395181249,FL
Palms West Monthly,Newspapers,http://www.palmswestmonthly.com/,https://www.facebook.com/PalmsWestMonthly,PWMonthly,11968735,FL
Town-Crier,Newspapers,http://gotowncrier.com/,https://www.facebook.com/towncriernewspaper,towncrieronline,48732959,FL
Diario Palm Beach,Newspapers,http://www.diariopalmbeach.com/,https://www.facebook.com/DiarioPalmBeach,DiarioPalmBeach,235694781,FL
Palm Beach Post,Newspapers,http://www.palmbeachpost.com/,https://www.facebook.com/palmbeachpost,pbpost,15736836,FL
Palm Beach Post,Newspapers,http://www.palmbeachpost.com/,https://www.facebook.com/palmbeachpost,pbpost,15736836,FL
Williston Pioneer Sun News,Newspapers,http://www.willistonpioneer.com,,,,FL
News Chief,Newspapers,http://www.newschief.com/,https://www.facebook.com/newschief,newschiefweb,294682,FL
Zephyrhills News,Newspapers,http://zephyrhillsnewsonline.com/,,,,FL
Jacksonville BUZZ,Magazines,http://www.iwantabuzz.com/,https://www.facebook.com/BUZZJacksonville,iwantaBUZZ,169154152,FL
Fabulous Florida,Magazines,http://florida.com/,,,,FL
Florida Homes and Lifestyles,Magazines,http://floridahomesandlifestyles.com/,,,,FL
Florida Law Journal,Magazines,http://www.thefloridalawjournal.com/,https://www.facebook.com/TheFloridaLawJournal,,,FL
Florida Monthly Magazine,Magazines,http://floridamagazine.com/,,floridamonthly,872675,FL
Florida Sportsman,Magazines,http://www.floridasportsman.com/,https://www.facebook.com/FloridaSportsman,FL_Sportsman,46135936,FL
Florida Travel and Life,Magazines,http://www.floridatravellife.com/,https://www.facebook.com/floridatravellife,FLTravelLife,1486,FL
Southern Boating,Magazines,http://www.southernboating.com/,https://www.facebook.com/SouthernBoatingMagazine,,,FL
The Beachside Resident,Magazines,http://thebeachsideresident.com/,https://www.facebook.com/thebeachsideresident,resident321,56113927,FL
WebCoast,Magazines,http://www.webcoast.com/,,,,FL
Avion,College Newspapers,http://theavion.com/,https://www.facebook.com/TheAvion,,,FL
The Famuan Online,College Newspapers,http://www.thefamuanonline.com/,https://www.facebook.com/pages/The-FAMUan-Student-Newspaper/139571212873861,TFamuan,467946364,FL
University Press,College Newspapers,http://upressonline.com/,https://www.facebook.com/universitypress,upressonline,28627312,FL
Between Classes Magazine,College Newspapers,http://www.betweenclasses.org/,https://www.facebook.com/pages/Between-Classes/288070971337974,betweentampa,16718975,FL
FSView,College Newspapers,http://www.fsunews.com/,https://www.facebook.com/fsview,FSView,1185121,FL
The Crimson,College Newspapers,http://crimson.fit.edu/,https://www.facebook.com/FTCrimson,FTCrimson,1223259,FL
Central Florida Future,College Newspapers,http://www.centralfloridafuture.com/,https://www.facebook.com/UCFNews,UCFnews,34125658,FL
Independent Alligator,College Newspapers,http://www.alligator.org/,https://www.facebook.com/floridaalligator,thealligator,8737662,FL
Miami Hurricane,College Newspapers,http://www.themiamihurricane.com/,https://www.facebook.com/themiamihurricane,MiamiHurricane,12956712,FL
The Oracle,College Newspapers,http://www.usforacle.com/,https://www.facebook.com/usforacle,USFOracle,23632423,FL
The Minaret,College Newspapers,http://theminaretonline.com/,https://www.facebook.com/pages/The-Minaret/9157028961,Minaret,2624105,FL
Spinnaker,College Newspapers,http://unfspinnaker.com/,https://www.facebook.com/UNFSpinnaker,UNFspinnaker,163987,FL
Wheeler County Eagle,Newspapers,http://www.heraldpublishingcompany.com/pages/home_wheeler,,,,GA
Albany Herald,Newspapers,http://www.albanyherald.com/,https://www.facebook.com/albanyherald,Albany_Herald,2679476,GA
Alma Times,Newspapers,http://www.thealmatimes.com/,https://www.facebook.com/thealmatimes,thealmatimes,114583777,GA
Alpharetta Neighbor,Newspapers,http://www.mdjonline.com/neighbor_newspapers/north_fulton/,https://www.facebook.com/NeighborNewspapers,NeighborNews,77541,GA
Appen Newspapers,Newspapers,http://www.northfulton.com/,https://www.facebook.com/appenmediagroup,northfulton,4919841,GA
Observer,Newspapers,http://www.americusumterobserver.com/,https://www.facebook.com/AmericUSumterObserver,,,GA
Times Recorder,Newspapers,http://americustimesrecorder.com/,https://www.facebook.com/pages/Americus-Times-Recorder/129884770363190,,,GA
Wiregrass Farmer,Newspapers,http://thewiregrassfarmer.com/,https://www.facebook.com/TheWiregrassFarmer,WiregrassFarmer,57334881,GA
Athens Banner-Herald,Newspapers,http://onlineathens.com/,https://www.facebook.com/abh2gofan,onlineathens,149352,GA
Flagpole,Newspapers,http://www.flagpole.com/,https://www.facebook.com/FlagpoleMagazine,,,GA
Atlanta Business Chronicle,Newspapers,http://www.bizjournals.com/atlanta/,https://www.facebook.com/atlbizchron,atlbizchron,236282,GA
Atlanta Daily World,Newspapers,http://www.atlantadailyworld.com/,https://www.facebook.com/pages/Atlanta-Daily-World/440347382692901,adwnews,7147642,GA
Atlanta Journal-Constitution,Newspapers,http://www.ajc.com/,https://www.facebook.com/ajc,ajc,41491,GA
Atlanta Voice,Newspapers,http://theatlantavoice.com/,https://www.facebook.com/Atlanta.Voice1,theatlantavoice,199252851,GA
Buckhead Reporter,Newspapers,http://www.reporternewspapers.net/category/buckhead/,https://www.facebook.com/TheReporterNewspapers,Reporter_News,75277551,GA
Buckhead Reporter,Newspapers,http://www.reporternewspapers.net/category/buckhead/,https://www.facebook.com/TheReporterNewspapers,Reporter_News,75277551,GA
Buckhead Reporter,Newspapers,http://www.reporternewspapers.net/category/buckhead/,https://www.facebook.com/TheReporterNewspapers,Reporter_News,75277551,GA
Creative Loafing Atlanta,Newspapers,http://clatl.com/,https://www.facebook.com/clatl,cl_atlanta,141936,GA
DeKalb Neighbor,Newspapers,http://www.mdjonline.com/neighbor_newspapers/dekalb/,https://www.facebook.com/NeighborNewspapers,DeKalbNeighbor,72395,GA
El Nuevo Georgia,Newspapers,http://www.elnuevogeorgia.com/,https://www.facebook.com/elnuevogeorgia,ELNUEVOGEORGIA,154167378,GA
Fulton County Daily Report,Newspapers,http://www.dailyreportonline.com/,https://www.facebook.com/dailyreport,dailyreport,146164,GA
LikeTheDew,Newspapers,http://likethedew.com/,https://www.facebook.com/LikeTheDew,LikeTheDew,225411,GA
